rt,stimulus,response,type_of_trial,subject,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,all_responses,accuracy,words,clue,board,pragmatics,accessibility,clue_type,question_order
51156,"<p style='font-size: 20px; padding-right: 10%; padding-left: 10%'> For example, consider the board below. Here, the clue is FOOD, and our player currently has FAMINE and CALORIE selected. <br> <br> <img src='example.png' style='border: 2px solid black'> <br> <br> When you are playing, simply click on words to select them. The words you click will turn green as a confirmation that they have been selected. If you accidentally click a word, or if you wish to change your choice, simply click a selected word to unselect it, and it will go back to gray. When exactly two words are selected, the Enter Responses button will illuminate. Once you are satisfied with your choices, click the Enter Responses button, and the experiment will automatically move to the next trial. <br> <br> To familiarize you with the game, there are four practice trials. As you play the game, be sure to attend to both speed and accuracy. In other words, make guesses that you think are likely to be correct, but don't linger too long on any one board. When you are ready, scroll down and click the button below to begin. <br> <br> There will be a pause between the practice trials and the experimental trials. </p>",0,instructions,95933,html-button-response,1,187141,0.0-0.0-1.0,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,2,188146,0.0-1.0-0.0,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
34642,SWIMMER,"[""LIFEGUARD"",""STRIP""]",practice,95933,connector,3,222795,0.0-1.0-1.0,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""LIFEGUARD"",""STRIP""]",0,lifeguard-boating,swimmer,"[""DIAGONAL"",""LIGHTENING"",""RETIREMENT"",""PERIMETER"",""GREED"",""ADMISSION"",""TAPS"",""STONE"",""DECOMPOSITION"",""LIFEGUARD"",""BOATING"",""THRIFTY"",""RECEIVER"",""STRIP"",""MISFORTUNE"",""GUMMY"",""ORANGES"",""TAKEOVER"",""REJOICE"",""FOREVER""]",0.000168199,18,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,4,223798,0.0-1.0-0.1,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
35016,ROMANCE,"[""DATING"",""BOYFRIEND""]",practice,95933,connector,5,258817,0.0-1.0-1.1,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""ATTRACT"",""GEL"",""DATING"",""BOYFRIEND""]",1,dating-boyfriend,romance,"[""LEGEND"",""BOTHER"",""WINDOW"",""PILE"",""PUDDLE"",""LAP"",""DATING"",""MULTICULTURAL"",""SCALES"",""BUST"",""ATTRACT"",""CREVASSE"",""VISUALIZE"",""HAIL"",""GEL"",""EVANGELICAL"",""BICEPS"",""INTRUSIVE"",""BOYFRIEND"",""WIMP""]",0.000165017,34,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,6,259821,0.0-1.0-0.2,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
17526,SPOOKY,"[""SCARY"",""SUPERNATURAL""]",practice,95933,connector,7,277350,0.0-1.0-1.2,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""SCARY"",""SHADOWY"",""SUPERNATURAL""]",1,scary-supernatural,spooky,"[""SUBMISSION"",""ENSEMBLE"",""PAYBACK"",""AIMLESS"",""SHADOWY"",""PAINKILLER"",""VINTAGE"",""SINCERE"",""PAL"",""MAIZE"",""UNDERDOG"",""MICROSCOPE"",""KNOCK"",""FLORAL"",""SKI"",""SUPERNATURAL"",""PRESSURE"",""SCARY"",""MINTS"",""VALID""]",0.000186499,75,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,8,278355,0.0-1.0-0.3,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
14742,PEACOCK,"[""TOUCAN"",""FEATHER""]",practice,95933,connector,9,293101,0.0-1.0-1.3,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""TOUCAN"",""FLIGHTY"",""FEATHER""]",1,feather-toucan,peacock,"[""WHO"",""RITUAL"",""FLIGHTY"",""WALKING"",""MUFFLED"",""CLIFF"",""POSTERIOR"",""SURRENDER"",""FORTIFY"",""CATS"",""TOUCAN"",""GIANT"",""DONKEY"",""ENGAGE"",""FOOLISH"",""FOOTWEAR"",""MENACE"",""NONCHALANT"",""ENERGETIC"",""FEATHER""]",0.000183463,15,high_a_high_p,
7549,"<p style='font-size: 20px; padding-right: 10%; padding-left: 10%'> This concludes the practice trials. <br> <br> When you are ready, please click the button below, and the experiment will automatically move you through the 60 experimental trials.</p>",0,move_to_experiment,95933,html-button-response,10,300653,0.0-2.0,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,11,301657,0.0-3.0-0.0,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
37401,PLIERS,"[""AXE"",""SCREWS""]",,95933,connector,12,339063,0.0-3.0-1.0,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""AXE"",""SURGERY"",""SCREWS""]",0,screws-chisel,pliers,"[""AXE"",""CHISEL"",""PARTNER"",""APPLAUSE"",""SURGERY"",""FORM"",""CAKE"",""SCREWS"",""VARIOUS"",""AMBASSADOR"",""INFLUENCE"",""CONSTIPATION"",""EXHAUSTION"",""INSIDER"",""BARREN"",""PARAGRAPH"",""INTER"",""STAMP"",""PASTY"",""KIMONO""]",0.00016766,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,13,340067,0.0-3.0-0.1,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
22424,CENTIPEDE,"[""WORMS"",""PARASITE""]",,95933,connector,14,362495,0.0-3.0-1.1,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""WORMS"",""INSECT"",""PARASITE""]",0,parasite-insect,centipede,"[""RANK"",""WORMS"",""PIERCING"",""TRAINEE"",""MUNCH"",""RATIONAL"",""SCOOTER"",""PARASITE"",""MONTHS"",""DETECTIVE"",""SHARE"",""COLLABORATE"",""STEALTHY"",""ARE"",""INSECT"",""IRRELEVANT"",""PLAN"",""ANTHEM"",""HEIGHTS"",""IMPROVEMENT""]",0.000177079,10,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,15,363500,0.0-3.0-0.2,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
66000,LARK,"[""DOVE"",""PARTRIDGE""]",,95933,connector,16,429504,0.0-3.0-1.2,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""DOVE"",""RASCAL"",""PARTRIDGE""]",1,partridge-dove,lark,"[""CRATER"",""IDENTICAL"",""RASCAL"",""SAUCEPAN"",""DOVE"",""FLUTTER"",""MUSK"",""BALANCE"",""AFTER"",""BRAKE"",""BIO"",""PARTRIDGE"",""DANCER"",""SURFING"",""NEURON"",""ACQUAINTANCE"",""CUSTODY"",""COLLOQUIAL"",""THIEF"",""SANITY""]",0.000179056,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,17,430511,0.0-3.0-0.3,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
19023,TOASTER,"[""GLUTEN"",""FLOUR""]",,95933,connector,18,449539,0.0-3.0-1.3,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""GLUTEN"",""FLOUR""]",1,gluten-flour,toaster,"[""RUFFLE"",""MAJESTY"",""SURROUNDED"",""PROGRAMMING"",""CREST"",""RESTART"",""DOLLARS"",""NEEDLE"",""MOLDY"",""GLUTEN"",""CHEERLEADER"",""MOLECULE"",""EXCITE"",""UNDESIRABLE"",""CURTAIN"",""ACHING"",""CROSSROAD"",""FEROCIOUS"",""FLOUR"",""CUSTOMER""]",0.000172181,2,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,19,450542,0.0-3.0-0.4,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
42842,TACTILE,"[""SPEED"",""SLAY""]",,95933,connector,20,493389,0.0-3.0-1.4,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""SPEED"",""ARROGANCE"",""SLAY""]",0,sentient-awareness,tactile,"[""AWARENESS"",""SPEED"",""EXCLUSION"",""CONSCIENTIOUS"",""UNREALISTIC"",""SENTIENT"",""VALIDATE"",""VEGGIES"",""TIMING"",""DENSE"",""WAGON"",""EARL"",""VARIANT"",""ARROGANCE"",""INSINUATE"",""ERODE"",""STAFF"",""SLAY"",""MANLY"",""SKIES""]",0.0000885,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,21,494393,0.0-3.0-0.5,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
31583,SCARCE,"[""DIET"",""BOIL""]",,95933,connector,22,525981,0.0-3.0-1.5,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""DIET"",""BOIL""]",0,upstream-flowing,scarce,"[""ANGELIC"",""FLOWING"",""PUFF"",""CULTIVATE"",""ROTATION"",""DETACHMENT"",""SCAPEGOAT"",""BOIL"",""KITTY"",""ALIENS"",""APE"",""LUCK"",""POSTER"",""RUE"",""UPSTREAM"",""EDUCATED"",""WEEKLY"",""MANGO"",""DIET"",""METHODICAL""]",0.000091,4,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,23,526986,0.0-3.0-0.6,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
23894,ILLUMINATE,"[""AURA"",""GLISTEN""]",,95933,connector,24,550884,0.0-3.0-1.6,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""UNTRUE"",""AURA"",""GLISTEN"",""PHENOMENON""]",0,prism-aura,illuminate,"[""HOOT"",""EXTINCTION"",""SUCCEED"",""COMPROMISE"",""DARLING"",""REGION"",""PRISM"",""NOG"",""UNTRUE"",""EXCEED"",""SUSPENSE"",""APACHE"",""EXPIRE"",""AURA"",""WASHCLOTH"",""PHENOMENON"",""PREGNANCY"",""DOWNSTREAM"",""GLISTEN"",""RODEO""]",0.000168475,6,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,25,551889,0.0-3.0-0.7,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
19877,CLEMENTINE,"[""MANDARIN"",""PEACHES""]",,95933,connector,26,571770,0.0-3.0-1.7,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""MANDARIN"",""HONEYDEW"",""PEACHES""]",1,peaches-mandarin,clementine,"[""BOLTS"",""SHOE"",""INSIGHTFUL"",""PEACHES"",""OPTIMISTIC"",""RESOURCES"",""HONEYDEW"",""POTENT"",""BUCKLE"",""ZODIAC"",""ELEPHANT"",""DETER"",""MIGRAINE"",""AUDIENCE"",""SKITTISH"",""SINNER"",""MANDARIN"",""CONSIDERATION"",""TOOTHACHE"",""VACCINATION""]",0.000190835,8,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,27,572774,0.0-3.0-0.8,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
65418,CHILD,"[""DELIVER"",""CHEWING""]",,95933,connector,28,638196,0.0-3.0-1.8,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""DELIVER"",""FELINE"",""GRANDPARENT"",""POSSESSIVE"",""ADULTS"",""CHEWING""]",0,grandparent-maturity,child,"[""CEREMONY"",""ZOO"",""WORLD"",""GENOCIDE"",""REGARD"",""FELINE"",""DELIVER"",""STEM"",""POSSESSIVE"",""GRANDPARENT"",""MORBID"",""MATURITY"",""AGITATED"",""CHEWING"",""SPLENDID"",""RUB"",""ENVY"",""ADULTS"",""SATISFACTION"",""STY""]",0.0000889,107,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,29,639203,0.0-3.0-0.9,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
15414,MELODY,"[""CLEF"",""HUM""]",,95933,connector,30,654622,0.0-3.0-1.9,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""CLEF"",""HUM""]",1,hum-clef,melody,"[""QUARTER"",""LOUDSPEAKER"",""MASCULINE"",""WATERPROOF"",""APPLES"",""RANDOM"",""CLEF"",""SKATER"",""DESSERT"",""DUSTPAN"",""LARGER"",""BREATH"",""SMOOTHIE"",""GIRLY"",""HUM"",""COMPLIANT"",""BENEATH"",""SLIPPERY"",""ECONOMY"",""MODERATE""]",0.000187379,69,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,31,655624,0.0-3.0-0.10,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
44639,EAGLE,"[""WINGS"",""BIRDIE""]",,95933,connector,32,700267,0.0-3.0-1.10,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""WINGS"",""SPARROW"",""BIRDIE""]",0,wings-sparrow,eagle,"[""REACH"",""WINGS"",""FLEECE"",""HUH"",""ALTERNATE"",""FULFILL"",""CHARGE"",""DONUT"",""SPARROW"",""EXPLORING"",""POLICE"",""DAGGER"",""INTEGRAL"",""BIRDIE"",""HEARTBEAT"",""LONE"",""EYELINER"",""MAGMA"",""FORK"",""IMPOVERISHED""]",0.000194169,28,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,33,701272,0.0-3.0-0.11,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
32236,ACQUIRE,"[""PAYCHECK"",""GRANT""]",,95933,connector,34,733513,0.0-3.0-1.11,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""PAYCHECK"",""CONTAIN"",""GRANT"",""CHOOSE""]",0,grant-donation,acquire,"[""PAYCHECK"",""BANANA"",""PESTO"",""LEGISLATURE"",""EGGS"",""UNAVOIDABLE"",""ENJOYMENT"",""CLOSURE"",""SOLID"",""CONTAIN"",""ROUGHLY"",""JAGUAR"",""ASSURED"",""GRANT"",""CHOOSE"",""LIMIT"",""DISTINCT"",""MELTING"",""GENEALOGY"",""DONATION""]",0.0000958,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,35,734519,0.0-3.0-0.12,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
26671,BOX,"[""MOVIE"",""TELEVISION""]",,95933,connector,36,761197,0.0-3.0-1.12,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""MOVIE"",""TELEVISION"",""LIPS""]",0,broadcast-television,box,"[""INTENSE"",""AHOY"",""SIN"",""SQUINT"",""FORCES"",""RAILWAY"",""TELEVISION"",""ODD"",""PRIOR"",""PHYSIOLOGY"",""JAVELIN"",""REPRESSION"",""HEALTHY"",""LIPS"",""MOVIE"",""BAKE"",""SLIM"",""BROADCAST"",""HELLFIRE"",""HANGOVER""]",0.0000839,38,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,37,762201,0.0-3.0-0.13,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
11810,GRASS,"[""FIELD"",""COW""]",,95933,connector,38,774016,0.0-3.0-1.13,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""FIELD"",""COW""]",0,cow-dairy,grass,"[""SAFARI"",""FIELD"",""BIKINI"",""MEANDER"",""DEPRESSION"",""GEEK"",""INSUFFICIENT"",""CRUSHED"",""DREAD"",""DEPARTMENT"",""BRIMSTONE"",""HARPOON"",""NATIONAL"",""BUNCH"",""HEATING"",""COW"",""SPYING"",""DAIRY"",""MANNERISM"",""SAMPLE""]",0.0000891,104,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,39,775020,0.0-3.0-0.14,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
29332,HOT,"[""COOKER"",""LOVABLE""]",,95933,connector,40,804358,0.0-3.0-1.14,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""COOKER"",""SENSES"",""MANUFACTURING"",""LOVABLE""]",0,cooker-fodder,hot,"[""COOKER"",""SENSES"",""WIDOW"",""INDIGNANT"",""GOOF"",""SHORE"",""BURRITO"",""ELEVATION"",""MANUFACTURING"",""SYMMETRY"",""MENTAL"",""RIVER"",""FILTHY"",""FODDER"",""SPINACH"",""SADNESS"",""LOVABLE"",""DEGREE"",""UNFRIENDLY"",""DRONE""]",0.0000907,94,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,41,805363,0.0-3.0-0.15,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
21100,DUNGAREES,"[""SUSPENDERS"",""COG""]",,95933,connector,42,826468,0.0-3.0-1.15,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""SUSPENDERS"",""COG""]",0,baggy-suspenders,dungarees,"[""SKEPTIC"",""ANTIBIOTIC"",""DISCUS"",""ROBIN"",""SNEAKING"",""AFFIRMATIVE"",""ATTIRE"",""BUMPS"",""SCYTHE"",""TEASE"",""PRESCHOOL"",""MONK"",""BAGGY"",""INTELLECTUAL"",""WEIGHTLESS"",""WALKWAY"",""CEREAL"",""COG"",""MINGLE"",""SUSPENDERS""]",0.000182335,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,43,827471,0.0-3.0-0.16,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
15704,PUTRID,"[""REPUGNANT"",""FOUL""]",,95933,connector,44,843180,0.0-3.0-1.16,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""BAD"",""REPUGNANT"",""FOUL""]",1,foul-repugnant,putrid,"[""BAD"",""REPUGNANT"",""KEEN"",""REVOLVER"",""HIT"",""RIFT"",""DORMANT"",""SAMENESS"",""BLOOD"",""ELEVATE"",""OLDER"",""EVERGREEN"",""SISTER"",""PISTON"",""FOUL"",""ADDED"",""RELATIONSHIP"",""BEARING"",""LEAFY"",""NEPHEW""]",0.000177125,16,high_a_high_p,
